id,name,subject,salary
7806,Jared Porter,Computer,53328.96
7807,Alexis Mejia,Science,34637.6
7808,Frances Jackson,Geography,65491.92
7809,John Guerrero,Biology,44308.2
7810,Amber Shannon,History,77501.09
7811,Rachel Bowers,Biology,56879.9
7812,Samantha Brewer,Biology,32304.58
7813,Sara Hanson,Geography,62738.48
7814,Katie Morgan,Physics,63955.37
7815,Jessica Williams,English,61329.53
7816,Joshua Jordan,Chemistry,64549.76
7817,Samantha Figueroa,Chemistry,37255.89
7818,Michael Calderon,Math,53885.01
7819,Michele Santiago,Science,55141.19
7820,Michael Kerr,Math,33583.82
7821,Rachel Cook,Biology,37667.69
7822,Jennifer Myers,Biology,48825.81
7823,Sarah Arnold,Science,31559.61
7824,Brandi Green,Science,58337.38
7825,Kimberly Lopez DDS,Computer,59631.81
7826,William Welch,History,37105.09
7827,Pamela Thompson,History,56393.22
7828,Jorge Dawson,Biology,62892.26
7829,Terry Beck,Computer,55363.98
7830,Michele Gardner,History,62926.66
7831,Shawn Alvarez,Computer,58510.62
7832,Anthony Boyer,Geography,30413.96
7833,Terry Ortiz,English,47673.37
7834,Dr. Terry Cisneros,Physics,69670.85
7835,David Perry,Biology,66632.95
7836,Kelsey Ross,Geography,43442.9
7837,Patricia Smith,English,35485.67
7838,Darin Martinez,Science,46698.77
7839,Mrs. Karen Reynolds,Chemistry,77143.98
7840,Connie Logan,Biology,31198.37
7841,Frederick Stewart,Computer,43036.55
7842,Glenda Rodriguez,Physics,52634.65
7843,Renee Mitchell,History,30344.36
7844,Lauren Phillips,English,34098.06
7845,Mrs. Ashley Wise,History,67220.15
7846,Gabriel Arellano,Physics,72521.29
7847,Emily Anderson,Physics,35193.46
7848,Candice Smith,Geography,60249.25
7849,Charles Mcguire,Physics,79026.33
7850,William Davis,Geography,35728.78
7851,Francisco Caldwell,Chemistry,62321.07
7852,Mrs. Nicole Colon,Computer,55381.02
7853,Kaylee Kennedy,English,70570.66
7854,Mary Porter,Computer,67058.57
7855,Linda Sexton,English,57854.41
7856,Nicole Silva,Geography,59746.46
7857,Amy Ortiz,Math,74699.28
7858,Brandi Martinez,Biology,61250.5
7859,Cheryl Wright,History,73452.27
7860,Benjamin Singleton,Computer,62808.24
7861,Rachel Snyder,Chemistry,30594.46
7862,Kathy Patterson,Physics,60007.38
7863,Joshua Gibson,History,54684.7
7864,Michelle Rodriguez,Chemistry,60721.83
7865,Michelle Joyce,Biology,72183.41
7866,Margaret Phillips,Math,41373.21
7867,Keith Alexander,Physics,60527.09
7868,Nicholas Terrell,Geography,48006.4
7869,Dr. Katrina Alvarado,History,68463.87
7870,Todd Mcgrath,English,72090.65
7871,Leslie Luna MD,Biology,72547.45
7872,Patrick Bolton,Biology,59910.35
7873,Angela Roy,Biology,65784.36
7874,Miss Allison Clark,Math,33903.16
7875,Nicholas Griffin,Math,46651.23
7876,Jason Nelson,Biology,38698.58
7877,Shannon Smith,English,57127.58
7878,Kayla Brooks,Math,59710.16
7879,Tiffany Greer,Physics,30982.34
7880,Jacob Mason,Science,67429.11
7881,Hunter Wade,History,67673.42
7882,Emily Cole,Science,59038.86
7883,Erik Parker,Math,39564.72
7884,Edwin Singleton,Biology,54435.82
7885,Diane Campos,Math,75144.7
7886,Tina Friedman,Chemistry,53030.41
7887,Kristen Gray,Computer,52957.34
7888,Joshua Haley,Science,38610.65
7889,Nicholas Perkins,English,74302.4
7890,Dale Roman,Geography,77076.96
7891,Shelby Thompson,Physics,65287.76
7892,Spencer Walter,Computer,71837.0
7893,Paula Graham,Physics,50330.49
7894,Mathew Thompson,Biology,31883.53
7895,Dorothy Martin,English,78797.99
7896,Charles Sanchez,Biology,39414.35
7897,Zachary Rodriguez,Geography,53347.37
7898,Taylor Griffin,Geography,76595.22
7899,Jessica Buck,Geography,45970.9
7900,Hannah Bolton,Computer,70388.93
7901,Melissa Hall,History,41154.88
7902,Nicole Bates,Computer,40591.27
7903,Sarah Hall,English,58254.2
7904,Isabel Schneider,Computer,73128.9
7905,Kimberly Campos,Biology,61344.36
7906,Joann May,Chemistry,53309.82
7907,Sarah Bates,Computer,39109.12
7908,Thomas Lloyd,Biology,78675.18
7909,Kenneth Marsh,Computer,47198.81
7910,Emily Gentry,Biology,75400.81
7911,Albert Obrien,English,63212.1
7912,Daniel Becker,Math,73396.73
7913,Nicole Williams,Science,58829.68
7914,Justin Valdez,Math,51695.78
7915,Mrs. Lisa Morse PhD,Math,36335.7
7916,Kevin Thompson,Geography,40034.76
7917,Robert Price,Geography,48959.29
7918,Jerry Flores,Physics,30420.79
7919,Pamela Scott,Biology,68726.41
7920,Kelly Flores,History,32768.88
7921,Ricardo Adams,Science,64408.21
7922,Anna Hughes,Chemistry,35341.28
7923,Linda Jones,History,55252.22
7924,Lisa Leach,Physics,42726.82
7925,Natasha Cruz,History,41469.01
7926,Cindy Salazar,Geography,59335.4
7927,Paula Simon,Chemistry,49050.03
7928,Tiffany Flores,Science,60574.0
7929,Stacey Barnett,Geography,33685.14
7930,Jane Rivera,Physics,34345.62
7931,Angela Jimenez,Physics,36519.88
7932,Brent Wood,Math,44048.39
7933,Lisa Williams,History,41861.85
7934,Ana Wolfe,Geography,69267.8
7935,Garrett Curry,Geography,38647.3
7936,Lisa Strickland,Computer,73952.6
7937,Ronald Oconnor,History,69163.19
7938,Kelly Smith,Science,68602.92
7939,Michael Wells,Science,77201.61
7940,Scott Walker,Math,69347.78
7941,Nicholas Krueger,English,79369.14
7942,Kiara Medina,Chemistry,71589.62
7943,Tony Lester,Biology,61056.43
7944,Jasmine Lopez,Science,74799.28
7945,Angela Robinson,Physics,33421.5
7946,Victor Carlson,History,79903.24
7947,Nicole Wood,Biology,69050.5
7948,Wesley Kelly,Geography,40036.76
7949,Melissa Buck,English,64317.7
7950,Dr. Brian Rivera,English,57675.24
7951,Scott Kramer,Chemistry,37284.18
7952,Emily Downs,Chemistry,44671.85
7953,Hannah Turner,Biology,32658.05
7954,Katrina Smith,Biology,62405.5
7955,Jay Wood,Biology,70988.42
7956,Tracy Williams,Science,51487.32
7957,Anthony Martinez,Biology,43954.37
7958,Gloria Arroyo,Math,46362.74
7959,Elizabeth Turner,Physics,76314.07
7960,Eugene Villanueva,English,41998.34
7961,Tammy Yang,History,39185.2
7962,Jennifer Lucas,Math,49322.76
7963,Thomas Mann,Science,43843.01
7964,Steven Morris,Chemistry,37207.46
7965,Brooke Green,History,54531.87
7966,Denise Nelson,Biology,64624.64
7967,Amanda Mullins,Physics,43219.8
7968,Joel Spencer,Physics,41504.91
7969,Stephanie Carlson,Physics,59648.98
7970,Pedro Green,Science,56421.77
7971,Paula Hernandez,English,54254.47
7972,Jennifer Jones,Geography,77835.88
7973,Tracy Walters,Science,31259.23
7974,Deanna Ross,History,41835.55
7975,Angela Gallagher,Physics,70126.08
7976,Mercedes Baird,Science,45267.53
7977,Michael Hall,English,40012.18
7978,Isabella Carter,Physics,49953.82
7979,Alicia Houston,Math,39228.38
7980,Karen Welch,Chemistry,33749.76
7981,Donna Jackson,Geography,56452.5
7982,Dennis Moody,History,60498.37
7983,Jane Perez,Geography,70778.72
7984,Megan Knox,Chemistry,44530.27
7985,Samantha Clark,Physics,43830.08
7986,Michael Cooper,History,31649.62
7987,Robin Lewis,Math,77886.49
7988,William Dalton,Geography,49520.28
7989,Robin Holmes,Math,49480.93
7990,Mary Gordon,Science,65359.61
7991,Rachel Scott,English,43114.42
7992,Dr. Brian Simpson,History,41690.07
7993,Gregory Wilson,Computer,73519.73
7994,Anthony Mann,English,32199.93
7995,Rita Holmes,Chemistry,31317.17
7996,Roger Alvarado,Physics,44040.64
7997,Philip Salas,Chemistry,77239.26
7998,Debra Thomas,Math,31348.91
7999,Nicole Martinez,Science,55205.0
8000,Richard Hall,Chemistry,73652.96
